feature,importance
maternity,0.0
mathieu,0.0
matric,0.0
matter,0.0004436295
mattress,0.0
mauritania,0.0
maximum,0.0
may,0.0
maybe,0.0
mayor,0.0
mazar,0.0
mcc,0.0
mdc,0.0
mdm,0.0
meagre,0.0
meal,0.0
mean,0.0
meaning,0.0
meant,0.0
meanwhile,0.0
measles,0.0
measure,0.0012572528
measured,0.0
measuring,0.0
meat,0.0
mechanic,0.0
mechanical,0.0
mechanism,0.0
med,0.0
medan,0.0
medecine,0.0
medecins,0.0
medevac,0.0
medic,0.0
medical,0.0
medicament,0.0
medication,0.0
medicine,0.0
medium,0.0
meet,0.00041019227
meeting,0.0
mega,0.0
meher,0.0
mekong,0.0
melt,0.0
meltdown,0.0
melting,0.0
member,0.0
memory,0.0
men,0.0
meningitis,0.0
mental,0.0
mentawai,0.0
mention,0.0
mentioned,0.0
mera,0.0
merapi,0.0
mercredi,0.0
mercy,0.0
merely,0.0
merlin,0.0
mess,0.0
message,0.017271023
met,0.0
metal,0.0013090916
meteorological,0.0
meteorologist,0.0
meteorology,0.00075202034
meter,0.0
method,0.0
metre,0.0
metric,0.0
metro,0.0
metropolitan,0.0
meulaboh,0.0
mexico,0.0
mi,0.0
miami,0.0
michel,0.0
micro,0.0
microbe,0.0
micronutrient,0.0
mid,0.0
midday,0.0
middle,0.0
midland,0.0
midnight,0.0
midst,0.0
midwife,0.0
might,0.0
migrant,0.0
migration,0.0
mild,0.0
mile,0.00042903124
militaire,0.0
militant,0.0
military,0.0
militia,0.0
militiaman,0.0
milk,0.0
mill,0.0
millennium,0.0
millet,0.0
million,0.0
min,0.0014253425
mind,0.0
mine,0.0
miner,0.0
mineral,0.0
minh,0.0
mini,0.0
minimize,0.0
minimum,0.0
mining,0.0
minister,0.0004122642
ministry,0.0
minor,0.0
minority,0.0
minus,0.0
minusma,0.0
minustah,0.0
minute,0.0
miragoane,0.0
mirebalais,0.0
miserable,0.0
misery,0.0
mismanagement,0.0
miss,0.0
missed,0.0
missile,0.0
missing,0.0
mission,0.0
missionary,0.0
mitigate,0.0
mitigation,0.0
mix,0.0
mixed,0.0
mixing,0.0
miyagi,0.0
mm,0.0
mnla,0.0
mo,0.0
mobile,0.0
mobilisation,0.0
mobilised,0.0
mobilization,0.0
mobilize,0.0
mobilized,0.0
mobilizing,0.0
mode,0.0
model,0.0
moderate,0.0
moderately,0.0
modern,0.0
modest,0.0
modified,0.0
mogadishu,0.0
moh,0.0
mohammad,0.0
moisture,0.0
molasses,0.0
mole,0.0
mom,0.0
mombasa,0.0
moment,0.0
mon,0.0
monastery,0.0
monday,0.0
monetary,0.0
money,0.0
mongolia,0.0
mongolian,0.0
monitor,0.0
monitored,0.0
monitoring,0.0
monkey,0.0
monney,0.0
monsoon,0.0
monsoonal,0.0
month,0.0
monthly,0.0
monuc,0.0
moon,0.0
moral,0.0
morbidity,0.0
moreover,0.0
morne,0.0
morning,0.0
mortality,0.0
mortar,0.0
moscow,0.0
mosque,0.0
mosquito,0.0
mostly,0.00043535393
mother,0.0
motivated,0.0
motivation,0.0
motor,0.0
mount,0.0
mountain,0.0
mountainous,0.0
mountainside,0.0
mounted,0.0
mouth,0.0
move,0.0004454462
moved,0.0
movement,0.00040496505
movie,0.0
moving,0.0
mozambican,0.0
mozambique,0.0
mp,0.0
mph,0.0
mr,0.0
mrcs,0.0
msf,0.0
msg,0.0
msnbc,0.0
mt,0.0
mta,0.0
much,0.0
mud,0.0
muddy,0.0
mudflow,0.0
mudslide,0.0
mugabe,0.0
muhammadu,0.0
multi,0.0
multilateral,0.0
multiparty,0.0
multiple,0.0
mumbai,0.0
municipal,0.0
municipality,0.0
munition,0.0
murder,0.0
muscle,0.0
musharraf,0.0
music,0.0
muslim,0.0
must,0.0019883923
mutiny,0.0
muzaffarabad,0.0
mw,0.0
mwen,0.0035077026
myanmar,0.0
n,0.00087451626
na,0.0
nadu,0.0
nagapattinam,0.0
nail,0.0
nairobi,0.0
nam,0.0
name,0.0
named,0.0
namely,0.0
namibia,0.0
nan,0.0033474725
napkin,0.0
nargis,0.0
narrow,0.0
nathan,0.0038969025
nation,0.0
national,0.00041778796
nationale,0.0
nationality,0.0
nationally,0.0
nationwide,0.0
nato,0.0
natural,0.0011678812
naturally,0.0
nature,0.0
nausea,0.0
naval,0.0
navy,0.0
nazon,0.0
ne,0.0
near,0.0
nearby,0.0
nearest,0.0
nearly,0.0
nebraskan,0.0
necessarily,0.0
necessary,0.0
necessity,0.0
neck,0.0
need,0.00130095
needed,0.0017554001
needing,0.0
neelum,0.0
negative,0.0
negatively,0.0
neglect,0.0
neglected,0.0
negotiate,0.0
negotiation,0.0
neighbor,0.0
neighborhood,0.0
neighboring,0.0
neighbour,0.0
neighbourhood,0.0
neighbouring,0.0
neither,0.0
neonatal,0.0
nepal,0.0
nepalese,0.0
nervous,0.0
net,0.0
netherlands,0.0
network,0.0
neutral,0.0
never,0.0029320198
nevertheless,0.0
new,0.00210121
newark,0.0
newborn,0.0
newly,0.0
news,0.0
newspaper,0.0
newyork,0.0
next,0.0013389619
nfis,0.0
ngo,0.0012223341
ni,0.0
nias,0.0
nice,0.0
nicobar,0.0
nicolas,0.0
niger,0.0
nigeria,0.0016231224
nigerian,0.0
night,0.0
nile,0.0
nine,0.0
ninh,0.0
nino,0.0
nippes,0.0
nipple,0.0
nj,0.0
nnt,0.0
noaa,0.0
nobody,0.0
noise,0.0
nomad,0.0
nomadic,0.0
non,0.0
none,0.0
nonetheless,0.0
nonprofit,0.0
noodle,0.0
nopower,0.0
nord,0.0
normal,0.0
normality,0.0
normally,0.0
north,0.0
northeast,0.0
northeastern,0.0
northern,0.0
northward,0.0
northwest,0.0
northwestern,0.0
norway,0.0
norwegian,0.0
notably,0.0
note,0.02177848
noted,0.0
nothing,0.0
notice,0.0
noticed,0.0
noting,0.0
nov,0.0
november,0.0
nowhere,0.0
npc,0.0
nrc,0.0
nt,0.0
nuclear,0.0
number,0.0
numerous,0.0
nurse,0.0
nursing,0.0
nut,0.0
nutrient,0.0
nutrition,0.0
nutritional,0.0
nutritious,0.0
nw,0.0
nwfp,0.0
ny,0.0
nyc,0.0
nyiragongo,0.0
nyu,0.0
obama,0.0
objective,0.0
obliterated,0.0
observation,0.0
observatory,0.0
observed,0.0
observer,0.0
obstacle,0.0
obstetric,0.0
obtain,0.0
obvious,0.0
obviously,0.0
occasion,0.0
occasional,0.0
occupation,0.0
occupied,0.0
occupy,0.0
occupying,0.0
occur,0.0
occurred,0.0
occurrence,0.0
occurring,0.0
occurs,0.0
ocean,0.0
oceanic,0.0
ocha,0.0
oct,0.0
october,0.0
ofda,0.0
offensive,0.0
offer,0.0
offered,0.0
offering,0.0
office,0.0
officer,0.0
official,0.0
officially,0.0
offshore,0.0
often,0.00044195502
oh,0.0
oil,0.0
ok,0.0
okay,0.0
old,0.0027105429
older,0.0
olympic,0.0
omg,0.0
one,0.002455041
ong,0.0
ongoing,0.0
onion,0.0
online,0.0
onset,0.0
ont,0.004248005
onto,0.0
onward,0.0
op,0.0
open,0.0
opened,0.0
opening,0.0
operate,0.0
operated,0.0
operates,0.0
operating,0.0
operation,0.0
operational,0.0
operator,0.0
opinion,0.0
opportunity,0.0
opposite,0.0
opposition,0.0
optic,0.0
option,0.0
opv,0.0
or,0.0
oral,0.0
orange,0.0
order,0.0
ordered,0.0
ore,0.0
org,0.0
organ,0.0
organic,0.0021213628
organisation,0.0
organised,0.0
organism,0.0
organization,0.0
organize,0.0
organized,0.0004453645
organizing,0.0
origin,0.0
original,0.0
originally,0.0
orissa,0.0
orphan,0.0
orphanage,0.0
others,0.0
otherwise,0.0
ou,0.0
ouest,0.0
outage,0.0
outbreak,0.0
outcome,0.0
outdoor,0.0
outdoors,0.0
outlook,0.0
outlying,0.0
outpatient,0.0
outpouring,0.0
output,0.0
outreach,0.0
outside,0.0
outskirt,0.0
outstanding,0.0
overall,0.0
overcome,0.0
overcrowded,0.0
overflow,0.0
overflowed,0.0
overflowing,0.0
overhead,0.0
overland,0.0
overnight,0.0
overseas,0.0
oversight,0.0
overturned,0.0
overwhelmed,0.0
overwhelming,0.0
ow,0.0
owned,0.0
owner,0.0
oxfam,0.001277805
p,0.0
pa,0.0
pace,0.0
pacific,0.00041718743
pack,0.0
package,0.0
packed,0.0
packet,0.0
packing,0.0
pad,0.0
padang,0.0
paddy,0.0
paediatric,0.0
page,0.0
pahore,0.0
paid,0.0
pain,0.0
pair,0.0
paix,0.0
pakhtunkhwa,0.0
pakistan,0.0
pakistani,0.0
palace,0.0
palestinian,0.0
palm,0.0
pam,0.0
pan,0.0
pandemic,0.0
panel,0.0
panic,0.0
pap,0.0
paper,0.0
papua,0.0
par,0.0
para,0.0
paralysis,0.0
paramedic,0.0
paramilitary,0.0
parasite,0.0
parasitic,0.0
parcel,0.0
parched,0.0
parent,0.0
paris,0.0
park,0.0
parking,0.0
parliament,0.0
parliamentary,0.0
part,0.0
partial,0.0
partially,0.0
participant,0.0
participate,0.0
participated,0.0
participating,0.0
participation,0.0
particular,0.0
particularly,0.0
partly,0.0
partner,0.0
partnering,0.0
partnership,0.0
party,0.0
pas,0.0019017071
pasport,0.0
pass,0.0
passage,0.0
passed,0.0
passenger,0.0
passeport,0.0
passing,0.00040432793
passport,0.009466832
past,0.0
pasta,0.0
paste,0.0
pastoral,0.0
pastoralist,0.0
pastoralists,0.0
pasture,0.0
pastureland,0.0
patch,0.0
path,0.0
pathogen,0.0
pathogenic,0.0
patience,0.0
patient,0.0
patrol,0.0
pattern,0.0
paved,0.0
pay,0.0
paying,0.0
payment,0.0
pb,0.0
pea,0.0
peace,0.0
peaceful,0.0
peacekeeper,0.0
peacekeeping,0.0
peak,0.0
peanut,0.0
peasant,0.0
peat,0.0
pedestrian,0.0
pediatric,0.0
pelerin,0.0
pen,0.0
peninsula,0.0
people,0.018727181
per,0.0021209072
perceived,0.0
percent,0.0
perfect,0.0
perform,0.0
performing,0.0
perhaps,0.0
period,0.0
perishable,0.0
perished,0.0
permanent,0.0
pernier,0.0
perpetrated,0.0
persist,0.0
persistent,0.0
person,0.0017255717
personal,0.0
personnel,0.0
perspective,0.0
peshawar,0.0
pest,0.0
pestel,0.0
pesticide,0.0
pet,0.0
peter,0.0
petion,0.0
petionville,0.0
petit,0.0
petite,0.0
petrol,0.0
pf,0.0
pharmaceutical,0.0
phase,0.0
phenomenon,0.0
philanthropy,0.0
philippine,0.0
phone,0.00088008144
photo,0.0
php,0.0
phraya,0.0
phuket,0.0
physical,0.0
physically,0.0
physician,0.0
pic,0.0
pichilemu,0.0
pick,0.0
picture,0.0
piece,0.0
pier,0.0
pierre,0.0
pig,0.0
pile,0.0
pilgrim,0.0
pillar,0.0
pillow,0.0
pilot,0.0
ping,0.0
pipe,0.0
piped,0.0
pipeline,0.0
piping,0.0
pit,0.0
pitting,0.0
pizza,0.0
place,0.0
placed,0.0
placing,0.0
plage,0.0
plague,0.0
plagued,0.0
plain,0.0
plaine,0.0
plan,0.0
plane,0.0
planned,0.0
planning,0.0
plant,0.0
plantation,0.0
planted,0.0
planting,0.0
plastic,0.0
plate,0.0
plateau,0.0
platform,0.0
play,0.0
played,0.0
player,0.0
playing,0.0001512313
plaza,0.0
plea,0.0
please,0.0013062923
pleased,0.0
pledge,0.0
pledged,0.0
pledging,0.0
plight,0.0
plot,0.0
pls,0.0
plug,0.0
plume,0.0
plumpy,0.0
plunged,0.0
plunging,0.0
plus,0.0
plz,0.0
pm,0.0
pmd,0.0
pmi,0.0
pneumococcal,0.0
pneumonia,0.0
pocket,0.0
point,0.0
pointed,0.0
pointing,0.0
poisoning,0.0
poisonous,0.0
poland,0.0
pole,0.0
police,0.0
policeman,0.0
policy,0.0
polio,0.0
political,0.002109249
politically,0.0
politician,0.0
politics,0.0
poll,0.0
polling,0.0
pollutant,0.0
polluted,0.0
pollution,0.0
polonnaruwa,0.0
pond,0.0
pool,0.0020772873
poor,0.0
poorest,0.0
poorly,0.0
pop,0.0
popular,0.0
populated,0.0
population,0.0
por,0.0
porridge,0.0
port,0.0
portable,0.0
portion,0.0
pose,0.0
posed,0.0
posing,0.0
position,0.0
positive,0.0
possession,0.0
possibility,0.0004128256
possible,0.00044053877
possibly,0.0
post,0.0
posted,0.0
postponed,0.0
pot,0.0
potable,0.0
potato,0.0
potential,0.0
potentially,0.0
pou,0.0
poultry,0.0
pound,0.0
pounded,0.0
pounding,0.0
pour,0.0
poured,0.0
pouring,0.0
poverty,0.00041126268
powder,0.0
power,0.0
powered,0.0
powerful,0.0
ppl,0.0
pr,0.0
pra,0.0
practical,0.0
practice,0.0
pradesh,0.0
pray,0.0
prayer,0.0
praying,0.0
prc,0.0
pre,0.0
precaution,0.0
precautionary,0.0
precious,0.0
precipitation,0.0
precise,0.0
precisely,0.0
predict,0.0
predicted,0.0
prediction,0.0
predicts,0.0
predominantly,0.0
prefabricated,0.0
prefecture,0.0
pregnancy,0.0
pregnant,0.0
prelate,0.0
preliminary,0.0
premature,0.0
premier,0.0
premise,0.0
prep,0.0
preparation,0.0
prepare,0.0
prepared,0.0
preparedness,0.0011370494
preparing,0.0
prescription,0.0
presence,0.0
present,0.0
presented,0.0
presently,0.0
president,0.0
presidential,0.0
press,0.0
pressed,0.0
pressing,0.0
pressure,0.0
presumed,0.0
pretty,0.0
prevail,0.0
prevailed,0.0
prevailing,0.0
prevails,0.0
preval,0.0
prevalence,0.0
prevent,0.0
preventable,0.0
prevented,0.0
preventing,0.0
prevention,0.0
preventive,0.0
preview,0.0
previous,0.0
previously,0.0
prey,0.0
price,0.0013228804
pride,0.0
primarily,0.0
primary,0.0
prime,0.0
prince,0.0
principal,0.0
principle,0.0
prior,0.0
priority,0.0
prison,0.0
prisoner,0.0
private,0.0
pro,0.0
probability,0.0
probably,0.0
problem,0.0
problematic,0.0
procedure,0.0
proceed,0.0
proceeds,0.0
process,0.0
processing,0.0
proclaimed,0.0
procure,0.0
procured,0.0
procurement,0.0
produce,0.0
produced,0.0
producer,0.0
producing,0.0
product,0.0
production,0.0024065427
productive,0.0
productivity,0.0
profession,0.0
professional,0.0
professor,0.0
profile,0.0
profit,0.0
program,0.0026120003
programm,0.0
programme,0.0
programming,0.0
progress,0.0
project,0.002324902
projected,0.0
prolong,0.0
prolonge,0.0
prolonged,0.0
promise,0.0
promised,0.0
promote,0.0
promoting,0.0
promotion,0.0
prompted,0.0
prompting,0.0
prone,0.0
proof,0.0
propaganda,0.0
proper,0.0
properly,0.0
property,0.0
proportion,0.0
proposal,0.0
proposed,0.0
prospect,0.0
prosperity,0.0
protect,0.00042455448
protected,0.0
protecting,0.0
protection,0.0
protective,0.0
protein,0.0
protest,0.0
protester,0.0
protracted,0.0
proud,0.0
prove,0.0
proved,0.0
proven,0.0
provide,0.0
provided,0.0
provider,0.0
provides,0.0
providing,0.0
province,0.0009982495
provincial,0.0
provision,0.0
provisional,0.0
psychiatric,0.0
psycho,0.0
psychological,0.0
psychologist,0.0
psychosocial,0.0
public,0.0
publication,0.0
published,0.0
pul,0.0
pull,0.0
pulled,0.0
pulling,0.0
pulse,0.0
pump,0.0
pumping,0.0
punjab,0.0
pupil,0.0
pur,0.0004698263
purchase,0.0
purchased,0.0
purchasing,0.0
pure,0.0
purification,0.0
purifier,0.0
purify,0.0
purifying,0.0
purpose,0.0
push,0.0
pushed,0.0
pushing,0.0
put,0.001680116
putting,0.0
pyongyang,0.0
q,0.0
qaeda,0.0
qatar,0.0
quake,0.018519275
quality,0.0
quang,0.0
quantity,0.0
quarantine,0.0
quarter,0.0
qubo,0.0
que,0.0062867184
queen,0.0
quelimane,0.0
question,0.0
quetta,0.0
quick,0.0
quickly,0.0
quiet,0.0
quilt,0.0
quite,0.0
quoted,0.0
r,0.0
rabel,0.0
race,0.0
radar,0.0
radiation,0.0
radical,0.0
radio,0.0
radioactive,0.0
raging,0.0
rahim,0.0
raid,0.0
rail,0.0
railroad,0.0
railway,0.0
rain,0.023014842
rained,0.0
rainfall,0.0
rainfed,0.0032417863
raining,0.0
rainning,0.0
rainstorm,0.0
rainwater,0.0
rainy,0.0
raise,0.0
raised,0.0
raising,0.0
rajanpur,0.0032686742
rajasthan,0.0
rakhine,0.0
ramp,0.0
rampant,0.0
ran,0.0
range,0.0
rangeland,0.0
ranging,0.0
rank,0.0
rape,0.0
rapid,0.0
rapidly,0.0
rapporteur,0.0
rare,0.0
rash,0.0
rat,0.0
rate,0.0
rather,0.0
ration,0.0
rattled,0.0
ravaged,0.0
ravine,0.0
raw,0.0
rawalpindi,0.0
ray,0.0
razed,0.0
rc,0.0
re,0.0
reach,0.0
reached,0.0
reaching,0.0
reaction,0.0
reactor,0.0
read,0.0
reading,0.0
ready,0.00041241414
real,0.0
reality,0.0
realize,0.0
really,0.0
rearing,0.0
reason,0.0
rebel,0.0
rebellion,0.0
rebuild,0.0
rebuilding,0.0
rebuilt,0.0
recede,0.0
receded,0.0
recedes,0.0
receding,0.0
receive,0.0
received,0.0008078161
receives,0.0
receiving,0.0
recent,0.0
recently,0.0
reception,0.0
recession,0.0
recharge,0.0
recieve,0.0
recieved,0.0
recipient,0.0
reclamation,0.0
recognition,0.0
recognized,0.0
recommendation,0.0
recommended,0.0
recommends,0.0
reconciliation,0.0
reconstruct,0.0
reconstructed,0.0
reconstructing,0.0
reconstruction,0.0
record,0.0
recorded,0.0
recover,0.0
recovered,0.0
recovering,0.0
recovery,0.0
recreation,0.0
recruiting,0.0
recruitment,0.0
recurrent,0.0
recurring,0.0
recycling,0.0
red,0.0008453408
redcross,0.0
reduce,0.0
reduced,0.0023133126
reduces,0.0
reducing,0.0
reduction,0.0
reef,0.0
reeling,0.0
refer,0.0
reference,0.0
referendum,0.0
referral,0.0
referred,0.0
referring,0.0
reflect,0.0
reflects,0.0
reform,0.0
refuge,0.0
refugee,0.0
refuse,0.0
refused,0.0
refusing,0.0
regard,0.0
regarding,0.0
regency,0.0
regime,0.0
region,0.00048932526
regional,0.0
register,0.0
registered,0.0
registering,0.0
registration,0.0
regular,0.0
regularly,0.0
regulation,0.0
regulatory,0.0
rehabilitate,0.0
rehabilitated,0.0
rehabilitating,0.0
rehabilitation,0.00089081196
rehydration,0.0
reinforced,0.0
reiterate,0.0
related,0.0
relating,0.0
relation,0.0
relationship,0.0
relative,0.0
relatively,0.0
relay,0.0
release,0.0
released,0.0
relentless,0.0
relevant,0.0
reliable,0.0
reliant,0.0
relief,0.018229878
reliefweb,0.0
relies,0.0
relieve,0.0
religious,0.0
relocate,0.0
relocated,0.0
relocation,0.0
rely,0.0
remain,0.0
remainder,0.0
remained,0.0
remaining,0.0
remains,0.0
remember,0.0
remind,0.0
reminded,0.0
remote,0.0
removal,0.0
remove,0.0
removed,0.0
removing,0.0
renaissance,0.0
renamo,0.0
rendered,0.0
rendering,0.0
renegade,0.0
renewable,0.0
renewed,0.0
renovation,0.0
rent,0.0
rented,0.0
reopen,0.0
reopened,0.0
reopening,0.0
rep,0.0
repair,0.0
repaired,0.0
repairing,0.0
repatriation,0.0
repeat,0.0
repeated,0.0
repeatedly,0.0
replace,0.0
replaced,0.0
replacement,0.0
replanting,0.0
replenish,0.0
replica,0.0
reply,0.0
report,0.0
reported,0.0010051138
reportedly,0.0
reporter,0.0
reporting,0.0
repos,0.0
represent,0.0
representation,0.0
representative,0.0
representing,0.0
represents,0.0
repression,0.0
reprisal,0.0
reproductive,0.0
republic,0.0
republican,0.0
request,0.00065503723
requested,0.0
requesting,0.0
require,0.0
required,0.0
requirement,0.0
requires,0.0
requiring,0.0
rescue,0.0
rescued,0.0
rescuer,0.0
rescuing,0.0
research,0.0
researcher,0.0
reserve,0.0
reservoir,0.0
resettle,0.0
resettlement,0.0
residence,0.0
resident,0.0
residential,0.0
residing,0.0
residual,0.0
residue,0.0
resignation,0.0
resilience,0.0
resilient,0.0
resist,0.0
resistance,0.0
resistant,0.0
resolution,0.0
resolve,0.0
resolved,0.0
resort,0.0
resource,0.0018016677
respect,0.0
respectively,0.0
respiratory,0.0
respite,0.0
respond,0.0
responded,0.0
responder,0.0
responding,0.0
response,0.0
responsibility,0.0
responsible,0.0
rest,0.0
restart,0.0
restaurant,0.0
restoration,0.0
restore,0.0
restored,0.0
restoring,0.0
restriction,0.0
result,0.0
resulted,0.0
resulting,0.0
resume,0.0
resumed,0.0
retention,0.0
return,0.00042494386
returned,0.0
returnee,0.0
returnees,0.0
returning,0.0
reuters,0.0
reveal,0.0
revealed,0.0
revenue,0.0
reverse,0.0
review,0.0
revised,0.0
rice,0.0
rich,0.0
richter,0.0
ride,0.0
rift,0.0
right,0.00040571755
ring,0.0
riot,0.0
ripped,0.0
rise,0.0
risen,0.0
rising,0.0
risk,0.0
rival,0.0
river,0.0
riverbed,0.0
riviere,0.0
road,0.0
roadside,0.0
rock,0.0
rocked,0.0
rocket,0.0
rod,0.0
rodent,0.0
roi,0.0
rok,0.0
role,0.0
roll,0.0
rome,0.0
roof,0.0
roofing,0.0
rooftop,0.0
room,0.0
root,0.0
rope,0.0
rose,0.0004181733
rotating,0.0
rotting,0.0
rouge,0.0
rough,0.0
roughly,0.0
round,0.0
route,0.0
routine,0.0
royal,0.0
rt,0.00061360584
rte,0.0
rubber,0.0
rubbish,0.0
rubble,0.0
rue,0.0
ruelle,0.0
rugged,0.0
ruin,0.0
ruined,0.0
rule,0.0
ruled,0.0
ruling,0.0
ruminant,0.0
rumor,0.0
run,0.0
running,0.0
runoff,0.0
runway,0.0
rupee,0.0
rural,0.0030183522
rush,0.0
rushed,0.0
rushing,0.0
russia,0.0
russian,0.0
rust,0.0
ruthless,0.0
rwanda,0.0
rwandan,0.0
ryongchon,0.0
sachet,0.0
sack,0.0
sad,0.0
saeed,0.0
safe,0.0
safeguard,0.0
safely,0.0
safer,0.0
safety,0.0
sahara,0.0
saharan,0.0
sahel,0.0
said,4.0408744e-05
saint,0.0
sainte,0.0
sale,0.0
saline,0.0
salinity,0.0
salt,0.0
salty,0.0
salut,0.0
salutation,0.0
salute,0.0
salvador,0.0
salvaged,0.0
sample,0.0
san,0.0
sanction,0.0
sand,0.0
sandbag,0.0
sandwich,0.0
sandy,0.021635398
sandyabc7,0.0
sandyhelp,0.0
sandynj,0.0
sandyproblems,0.0
sandyrelief,0.0
sanitary,0.0
sanitation,0.0
sank,0.0
sans,0.0
santa,0.0
santiago,0.0
santo,0.0
sar,0.0
sat,0.0
satellite,0.0
satisfactory,0.0
saturday,0.0
saudi,0.0
save,0.0
saved,0.0
saving,0.0
saw,0.0
say,0.0
saying,0.0
scale,0.0
scaling,0.0
scarce,0.0
scarcity,0.0
scare,0.0
scared,0.0
scarf,0.0
scary,0.0
scattered,0.0
scenario,0.0
scene,0.0
schedule,0.0
scheduled,0.0
scheme,0.0
scholarship,0.0
school,0.0
schooling,0.0
science,0.0
scientific,0.0
scientist,0.0
scoop,0.0
scope,0.0
scorching,0.0
score,0.00041012687
scout,0.0
screaming,0.0
screen,0.0
screened,0.0
screening,0.0
se,0.0032189668
sea,0.0
sealed,0.0
search,0.0
searching,0.0
season,0.0
seasonal,0.0
seat,0.0
seawater,0.0
secessionist,0.0
second,0.00041017612
secondary,0.0
secretariat,0.0
secretary,0.0
secretion,0.0
sectarian,0.0
section,0.0
sector,0.0
sectoral,0.0
secure,0.0
security,0.0009794298
sediment,0.0
see,0.0
seed,0.0
seedling,0.0
seeing,0.0
seek,0.0
seeking,0.0
seem,0.0
seemed,0.0
seems,0.0
seen,0.0
seismic,0.0
seismically,0.0
seismological,0.0
seismologist,0.0
seized,0.0
selab,0.0036712454
select,0.0
selected,0.0
self,0.00043936056
sell,0.0018819481
selling,0.0
semi,0.0
sen,0.0
senator,0.0
send,0.00012109132
sending,0.0
senegal,0.0
senegalese,0.0
senior,0.0
sense,0.0
sensitive,0.0
sent,0.000629315
sentence,0.0
sep,0.0
separate,0.0009522783
separated,0.0
separately,0.0
separatist,0.0
sept,0.0
september,0.0
septic,0.0
serf,0.0
series,0.0
serious,0.0
seriously,0.0
serve,0.0
served,0.0
service,0.0029976126
serving,0.0
session,0.0
set,0.0
setting,0.0
settled,0.0
settlement,0.0
seven,0.0
several,0.0
severe,0.0004488194
severed,0.0
severely,0.0
severity,0.0
sewage,0.0
sewer,0.0
sewerage,0.0
sexual,0.0
sexually,0.0
shaanxi,0.0
shabab,0.0
shabelle,0.0
shack,0.0
shadadkot,0.0
shah,0.0025610863
shahdadkot,0.0
shake,0.0
shaken,0.0
shaking,0.0
shall,0.0
shallow,0.0
shampoo,0.0
shanghai,0.0
shape,0.0
share,0.0
shared,0.0
sharia,0.0
sharif,0.0
sharing,0.0
sharp,0.0
shattered,0.0
shebab,0.0
sheep,0.0
sheet,0.0
sheeting,0.0
shelf,0.0
shell,0.0
shelling,0.0
shelter,0.018245237
sheltered,0.0
sheltering,0.0
shift,0.0
shifted,0.0
shifting,0.0
shikarpur,0.0
ship,0.0
shipment,0.0
shipped,0.0
shipping,0.0
shirt,0.0
shit,0.0
shock,0.0
shoe,0.0
shook,0.0
shoot,0.0
shooting,0.0
shop,0.0
shore,0.0
shoreline,0.0
short,0.0
shortage,0.0
shortfall,0.0
shortly,0.0
shot,0.0
shouting,0.0
shovel,0.0
show,0.0
showed,0.0
shower,0.0
showing,0.0
shown,0.0
shrimp,0.0
shut,0.0
shutdown,0.0
siberia,0.0
sichuan,0.0
sick,0.0
sickness,0.0
side,0.0
sidr,0.0
sierra,0.0
sight,0.0
sign,0.0
signal,0.0
signed,0.0
significant,0.001329472
significantly,0.0
silence,0.0
silo,0.0
silt,0.0
similar,0.0
similarly,0.0
simple,0.002202891
simply,0.0
sin,0.0
since,0.0011527153
sindh,0.0
singapore,0.0
singh,0.0
single,0.0
sink,0.0
sir,0.0
siren,0.0
sister,0.0
sit,0.0
site,0.0
sitoli,0.0
sits,0.0
sitting,0.0
situated,0.0
situation,0.0007070378
six,0.0
sixth,0.0
size,0.0
sized,0.0
skill,0.0
skilled,0.0
skin,0.0
sky,0.0
slab,0.0
slammed,0.0
sleep,0.0
sleeping,0.0
slide,0.0
slight,0.0
slightly,0.0
sling,0.0
slip,0.0
slope,0.0
slow,0.0
slowed,0.0
slowly,0.0
slum,0.0
sm,0.0
small,0.0
smaller,0.0
smallholder,0.0
smart,0.0
smashed,0.0
smell,0.0
smh,0.0
smile,0.0
smog,0.0
smoke,0.0
smooth,0.0
smuggling,0.0
snack,0.0
snake,0.0
snakebite,0.0
snap,0.0
sneaker,0.0
sniffer,0.0
snow,0.0
snowfall,0.0
snowstorm,0.0
so,0.0012507382
soaking,0.0
soap,0.0
soaring,0.0
social,0.0
society,0.0
socio,0.0
sock,0.0
sofala,0.0
soft,0.0
sogebank,0.0
soichi,0.0
soil,0.0
solar,0.0005105732
sold,0.0
soldier,0.0
soleil,0.0
solid,0.0
solidarite,0.0
solidarity,0.0
solino,0.0
solution,0.0
somali,0.0
somalia,0.0
somebody,0.0
someone,0.0
something,0.0019121713
sometimes,0.0
somewhere,0.0
son,0.0
song,0.0
soon,0.0
sore,0.0
sorghum,0.0
sorry,0.0
sort,0.0
sortie,0.0
sorting,0.0
sou,0.0
sought,0.0
sound,0.0
sounded,0.0
soup,0.0
source,0.000439754
south,0.0
southeast,0.0
southeastern,0.0
southern,0.0
southwest,0.0
southwestern,0.0
soviet,0.0
sown,0.0
soy,0.0
soya,0.0
soybean,0.0
space,0.0004346125
spain,0.0
span,0.0
spanish,0.0
spare,0.0
spared,0.0
spark,0.0
sparked,0.0
sparse,0.0
sparsely,0.0
speak,0.0
speaker,0.0
speaking,0.0
special,0.0
specialist,0.0
specialized,0.0
specially,0.0
specie,0.0
specific,0.0
specifically,0.0
speech,0.0
speed,0.0
spell,0.0
spend,0.0004314118
spending,0.0
spent,0.0
